"File","Status","Reason"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/js/layers-panel.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/js/mode-manager.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/js/saber-animation.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/js/searchManager.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/js/supabase-client.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/js/templateManager.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/js/modules/layer-panel-v2.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/js/modules/layers.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/js/modules/qrManager.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/callouts-library-core.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/callouts-library-extra.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/callout_v2.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/canvas-core.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/colors.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/draw.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/events.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/export-part1.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/export.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/icon-library.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/layers.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/multi-select.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/photo-zoom.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/photo.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/polygon.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/README.md","BEKLET","Dokümantasyon/Rapor dosyası"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/saber.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/snap.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/state.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/templates-core.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modules/ui-core.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/tpl_dinamik/dinamik.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/tpl_elit/elit.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/tpl_klasik/klasik.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/tpl_kolaj/kolaj.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/tpl_kurumsal/kurumsal.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/tpl_luks/luks.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/tpl_minimal/minimal.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/tpl_ozel/ozel.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/tpl_portfoy/portfoy.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/tpl_sosyal/sosyal.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/ui/element.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/ui/fonts.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/ui/icons.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/ui/pwa-install.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/ui/README.md","BEKLET","Dokümantasyon/Rapor dosyası"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/ui/saber-ui.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/ui/templateColors.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/fix_export.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/fix_export.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/fix_export2.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/fix_export3.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/fix_export4.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/fix_export_blur.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/fix_export_canvas.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/fix_export_canvas.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/fix_export_canvas_absolute.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/fix_export_canvas_final.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/fix_export_canvas_retry.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/fix_export_img_manual.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_batch.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_clean.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_clean2.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_clean3.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_clean4.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_clean5.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_clean7.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_diag.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_final.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_final2.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_final3.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_final4.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_final5.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_final6.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_final7.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_hide.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_hq.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_new.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_photo.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_quality.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_regex.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_scale.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_script.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_sync.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/_archive/patch_ultimate.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
